id,date,statut,contexte_visite,note_globale,recommandation,verbatim
493,07/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Attractions parfaites pour petits et grands, parc très propre. C'est toujours une joie de venir régulièrement y passer une journée en famille."
494,07/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Tout était parfait
495,07/01/2024,Avocat,Avec des ados,4,Oui,Nous (1 adulte + 1 ado) avons été très satisfaits pour notre première visite. Je recommande d'utiliser Filotomatix pour pouvoir faire toutes les attractions en une journée. Nous y reviendrons avec grand plaisir 😁
497,07/01/2024,Neutre,Avec des ados,3,Oui,"Le thème Noël pour lequel nous avons acheté les places était plus que décevant : marché de Noël annoncé et uniquement trois tavernes pas de boutique sur le thème de Noël c'etait pourtant jusqu'au 7 janvier, patinoire divisée en deux au lieu de l'accès total... café en rupture de stock dans beaucoup d'endroits, beaucoup de mini échoppes fermées. Le thème annoncé n'était clairement pas poussé à fond or les billets thème Noel vendaient du rêve... Sinon le parc en lui-même est toujours aussi sympathique, personnel accueillant, activités ouvertes malgré le mauvais temps donc chouette."
498,07/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Dommage que le village d'Astérix ne soit pas éclairé la nuit venu. Les décorations de Noël sont Extra.
499,07/01/2024,Avocat,Avec des ados,4,Oui,Super manège les restaurants sont de qualités on a passé une superbe journée et les prix sont très correct
500,07/01/2024,Neutre,Avec des ados,3,Oui,Bonne ambiance. Jolie décoration. Dommage pour la longueur des files d'attente. 60 à 90 min toute la journée.
501,07/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Très bon parc
503,07/01/2024,Avocat,Avec des ados,4,Oui,"Nous adorons venir au parc Astérix. Il y a des attractions pour tous les goûts et nous adorons l'univers d'Asterix dans lequel nous sommes tombés dedans étant petit. Continuer à proposer des nouveaux spectables et animations pour ceux qui ne sont pas fans des sensations fortes. Par contre, nous avons été déçu par les décorations de Noël moins importante que les années précédentes (où étaient les menhirs de Noël ?)"
504,07/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Un gros BÉMOL pour l'état des sanitaires, je suis venu jeudi et c’était une CATASTROPHE, j’en ai fait des différents en pensant que ça ne serait pas pire ailleurs mais honnêtement j’ai été très déçue, je sais que ce n’est pas de votre ressort mais essayez de faire quelque chose à ce niveau là s’il vous plaît c’est important"
505,07/01/2024,Avocat,Avec des ados,5,Oui,"Parc fantastique avec beaucoup d'attractions à sensations, sans avoir à courir 25 km dans la journée. Les coupes files sont très appréciables. L'ambiance y est chaleureuse, et on ne se marche pas les uns sur les autres, les déplacements y sont aisés. Le meilleur parc à sensations que je connaisse !"
506,07/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Nous avons pris l'abonnement PASS GAULOIS et sommes extrêmement satisfaits de chacunes de nos visites: le parc s'adapate aux saisons ( halloween, noel..) et c'est au top !"
507,07/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Durant notre séjour le soleil n'était pas au rendez-vous. Malgré tout, le séjour était formidable. L'ensemble de A à Z est très professionnel."
508,07/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Très bons moments passés au parc on reviendra avec plaisir
509,07/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Les personnages étaient très accessibles. Parfait pour rendre heureux notre fils de 5 ans. 
Merci au personnage de Panoramix qui s’est arrêté après sa séance de photo officielle pour en prendre une avec notre fils. Nous reviendrons c’est sur!"
511,07/01/2024,Avocat,Avec des ados,5,Oui,Je recommande ce parc. Nous y avons passé 2 jours formidables..... sensations ++++++ et de très beaux spectacles.... et l hôtel les 3 hiboux..alors là ..digne d'un grand hôtel ainsi que la restauration... hâte d'y retourner
512,07/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Parc d'attraction familial qui plaît à tout le monde, au petits comme au grands! Niveau restauration il y en a pour toutes les bourses et tous les goûts, tout le monde s'y retrouve ! On adore ce parc ainsi que nos 4enfants!"
513,07/01/2024,Avocat,Avec des ados,5,Oui,"La parade est très jolie mais trop courte. 
On passe une très bonne journée avec un grand choix d'attractions. Les décors sont sympa, avec des notes d'humour propres à Asterix. L'hôtel les quais de Lutece est très beau mais le restaurant trop cher."
514,07/01/2024,Avocat,Avec des ados,5,Oui,Un bon moment en famille!
515,07/01/2024,Neutre,Avec des ados,3,Oui,"Après 20 ans sans être revenu , ce que je retiens de positif c’est la sensations des nouvelles attractions, pour le négatif le personnel est pas très souriant et chaleureux, nous avons acheté des paninis aux fromages dans le marché de Noël, le fromage n’avait même pas fondu et le pain était à peine chaud et pourtant les serveurs étaient très lent."
516,07/01/2024,Avocat,Avec des ados,5,Oui,"Très bonne journée, mention spéciale pour toutatis."
517,07/01/2024,Avocat,Avec des ados,5,Oui,"Très beau moment de partage en famille, rigolade et sensation forte dans toutes les attractions."
518,07/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Très bon moment passe en famille. Nous avons eu de la chance avec la météo, le temps d'attente n'était pas trop long et surtout, nous avons bien profité avec nos filles de 3 et 6 ans ! Tout le monde s'est vraiment amusé sur cette journée très sympa. Merci !"
519,07/01/2024,Avocat,Avec des ados,5,Oui,"Les attractions sont biens ,mes filles ont apprécié toutatis."
520,07/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Comme à chaque fois, un très agréable moment en famille."
521,07/01/2024,Avocat,Avec des ados,4,Oui,Très bon parc je suis fan
522,07/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Le seul Hic...la fréquentation du parc Asterix 
on a l mpression qu il y a beaucoup de malfrequentation sans éducation.. on vous passe devant. Pas très agréable de venir en famille. cela crée du stress"
523,07/01/2024,Avocat,Entre amis,5,Oui,Un excellent séjour au parc et à l’hôtel des 3 hiboux. Un personnel vraiment sympathique et disponible !
524,07/01/2024,Avocat,Avec des ados,5,Oui,"Le meilleur parc que j'ai fait. Les sensations sont très fortes, les décors agréables et le personnel est très courtois. Les gaufres sont excellentes. Le spectacle de Noël de trapéziste était magique. Trop de monde certains jours..."
525,07/01/2024,Avocat,En couple,4,Oui,Il y en a pour tous les goûts et tous les intrépides.
526,07/01/2024,Avocat,Avec des ados,5,Oui,"Ma nièce, ma fille et moi avons apprécié ce jour cela est à refaire."
527,07/01/2024,Opposant,Avec des jeunes enfants,2,Non,"Je me suis beaucoup ennuyée car à part des grosses attraction ou pour les petits il n y a pas grand chose intermittent 
Trop d attente plus d 1 h sur certaines attractions que nous n avons pas faite du coup avec des petits en bas âge 
L attraction des bouées 40 min d attente pour 2 min de descente beaucoup trop court cette attraction. 
Le petit train vers osiris beaucoup trop court juste un tour . 
A 11h lâcher des fauves aucune sécurité mon fils de 3 ans c est fait bousculer car les gens courraient aucune sécurité un jour il va y avoir un drame 
En bref nous ne reviendrons pas"
528,07/01/2024,Avocat,Avec des ados,5,Oui,"Journée très agréable en famille, peu d’attente dans les attractions c’était top !"
529,07/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Super parc quand tu es la ba tu penses plus à tes problèmes de tout les jours... 
Plus abordable que Disney et aussi chouette à faire"
530,07/01/2024,Avocat,Avec des ados,5,Oui,Superbe journée j'étais comme une enfant j'avais les yeux pleins d'étoiles merci à tout le personnels car le parc était bien lumineux
536,06/01/2024,Avocat,Seul,4,Oui,J'ai le pass saison depuis un an et je le reprendrai l'année prochaine sans doute. Le rapport qualité-prix est très bon.
537,06/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Merci
538,06/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Amazing place to visit. Really easy to move around, the spectacles are incredible, personnel nice and helpful and space por eating enough and not completely overpriced. Access to the parc itself is also easy. I totally recommend the experience."
539,06/01/2024,Neutre,Avec des jeunes enfants,3,Non,Parc très sympathique avec beaucoup d’activités très diversifiées.
541,06/01/2024,Avocat,Avec des ados,4,Oui,Avoir des endroits aux chauds pour se réchauffer par ce temps hivernal.
543,06/01/2024,Avocat,Avec des ados,4,Oui,Trop d’attente pour les attractions
544,06/01/2024,Neutre,Entre amis,3,Oui,"Visite le 31 décembre, déçu après avoir fait 2 fois la queue d’environ 1heure pour toutatix , l’attraction tombe en panne. 
Une grosse déception car nous avons pas pu le faire, alors que c’est l’attraction que nous voulions absolument essayer. 
On devrait avoir un dédommagement pour ce genre de problème"
545,06/01/2024,Avocat,Entre amis,4,Oui,Très cool niveau sensation. Parcontre la nourriture est très cher et pas bonne
546,06/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Excellent moment passé en famille. Attention en revanche si vous avez une personne à mobilité réduite dans votre groupe à anticiper car beaucoup de choses doivent encore être améliorées. Sinon super parc.
549,06/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Très agréablement surprise par le parc 
Nous reviendrons certainement quand mon petit fils aura une dizaine d’années"
550,06/01/2024,Avocat,Avec des ados,4,Oui,Une belle découverte et une belle ambiance autour de Noël. le spectacle sur glace est particulièrement réussi. La restauration est en revanche à revoir.
552,06/01/2024,Avocat,En couple,5,Oui,"Deux jours extraordinaires sur le parc avec des attractions des plus impressionnantes. Les restaurants rapides sur le parc sont de très bonnes qualité. Fans de parcs d'attractions, le parc Astérix est une destination incontournable pour les amoureux d'aventure et de nouvelles sensations. Dans sa globalité et au niveau du rapport qualité/ prix, le parc Astérix reste le meilleur parc d'attraction en France."
553,06/01/2024,Avocat,En couple,4,Oui,"Parc qui a bien changé en quelques années. 
Décorations sublimes surtout à Halloween et à Noël. 
A revoir : propreté des toilettes et surtout l’amabilité du personnel qui est le plus souvent très très juste ! Un bonjour ou un sourire fait du bien"
554,06/01/2024,Neutre,En couple,3,Oui,"Une bonne journée dans la sa globalité , déçue de ne pas avoir ses photos avec Astérix et Obelix , la photographe présente s’en as pas prise avec son appareil donc pas de souvenir de cette rencontre…."
555,06/01/2024,Opposant,Avec des jeunes enfants,2,Non,Parc vraiment bof bof
557,06/01/2024,Avocat,Avec des ados,5,Oui,Très bon moment
558,06/01/2024,Avocat,Avec des ados,5,Oui,Encore une belle journée passée au Parc Astérix. La métamorphose du Parc pour le Noël Gaulois est juste géniale et superbe. Bravo à l’équipe du Parc.
559,06/01/2024,Avocat,Avec des ados,4,Oui,"Très belle journée en famille 
Le jardin merveilleux de Noël était magnifique même les ados ont adoré 
Très beaux spectacles et la parade était top"
560,06/01/2024,Avocat,Entre amis,4,Oui,Nous avons partagé un excellent moment
561,06/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Vraiment parfait. 
Malgré la météo qui n était au rdv."
562,06/01/2024,Avocat,Avec des ados,4,Oui,Très bon parc d'attraction avec des sensations garantie. Je retournerai sans hésité avec grand plaisir
563,06/01/2024,Avocat,Avec des ados,4,Oui,"Excellente ambiance de Noël, jardins merveilleux de Noël magnifiques !! 
Habituée d'un autre parc, l'ambiance de Noël au parc Astérix est largement à la hauteur si ce n'est plus. 
""Le père Noël rêve de potion"", quelle trouvaille cette chanson, nous n'arrivons plus à nous l'enlever de la tête !!"
565,06/01/2024,Avocat,Avec des ados,5,Oui,un excellent séjour pour les 8 ans de mon fils x
568,06/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Nous avons passé un agréable moment en famille pour le 31 décembre. Merci spectacle et feu d'artifice.
569,06/01/2024,Opposant,Entre amis,2,Oui,"Tres insatisfait de l'offre , des servies proposés avec le pass premium.. j'apprecie Toutatis et les nouveautés a venir..mais le parc est trop lent à se renouveler à bien des egards"
570,06/01/2024,Avocat,Avec des ados,4,Oui,"Très bon séjour. 
Toutatis est très surprenant. Nous avons adoré O ziris. Les spectacles sont de très bonnes qualités."
571,06/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Une attraction avec un écran cassé, une attestation qui tombe en panne et recommence sans aucune information du personnel, personnel qui a un langage familier, restaurant de mauvaise qualité à éviter afin de ne pas être malade, l'impression que pour les spectacles on a recruté les majorettes du coin et ex gogo danceuses."
572,06/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Nous avons passé une belle journée du 31 décembre, le « noël Gaulois » est très agréable. Néanmoins le parc est un peu vieillissant et l’entretien n’est pas toujours assuré, c’est dommage."
573,06/01/2024,Avocat,Entre amis,5,Oui,"Excellente journée au parc Astérix pour Noël ! 
Des décors féeriques, des spectacles de qualité, des attractions pour toute la famille, un parc qui respecte bien l’esprit de la BD avec une superbe exposition sur ses créateurs. 
Nous sommes fans. Parc Astériiiiiiiiiiix !!!!!!!"
574,06/01/2024,Opposant,Avec des jeunes enfants,2,Non,"Parc mal fréquenté où l’on vous passe devant dans les files d’attente en vous insultant si vous refusez de les laisser passer. 
Manque de personnel : plus de 35 min d’attente pour une crêpe car la fille était seule au stand à faire les crêpes, les barbes à papa et à encaisser un jour de vacances à 17h. Qualité de nourriture médiocre où l’on vous donne des hot dog même pas réchauffé car trop de monde d’après le personnel et faut aller vite. 
1 personne pour lancer le manège, vérifier la sécurité et gérer la file d’attente. Du coup attente interminable à chaque fois"
575,06/01/2024,Avocat,Avec des ados,5,Oui,"Très bon séjour, tout était parfait que ce soit au niveau de l’accueil, des manèges ou en boutique"
576,06/01/2024,Neutre,Avec des ados,3,Oui,Facilité d'accès et pratique
577,06/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Super séjour. L’hôtel était somptueux et nous nous sommes régalés dans les diverses attractions du parc
578,06/01/2024,Neutre,Avec des ados,3,Oui,Bon moment en famille pour petit et grand cependant des améliorations au sein du parc à prévoir ainsi que l'amabilité du personnel.
580,06/01/2024,Neutre,Avec des ados,3,Oui,Manque d endroits abrités en cas de pluie.c est ce que nous avons vécu pendant 2 jours les 2 et 3 janvier.
581,06/01/2024,Avocat,Avec des ados,4,Oui,"Nous avons séjourné à l’hôtel au parc, et nous avons trouvé que les chambres étaient très spacieuses et très propre. 
Avec un très bon accueil."
583,06/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Notre séjour a été très agréable. Dommage que certains manèges à sensations modérés étaient fermés et non signalés au moment de l'achat des entrées. Nous ne faisons pas parties de ceux qui aiment les grands manèges de folies 😁
584,06/01/2024,Avocat,Avec des ados,5,Oui,"Parc à échelle humaine, pas besoin de faire des kilomètres entre les attractions. Même les petits ont leurs attractions à sensations. Les tarifs restent abordables malgré le contexte économique."
585,06/01/2024,Neutre,Avec des ados,3,Oui,"Je vais commencer par le négatif, nous avons été assez déçue par les décors que nous avons trouvé un peu vieillot et où des fois pas assez de décoré tout simplement . Il manque un peu de magie, c est dommage… 
Les tunels sont vraiment trop sombre on ne profites pas du décor. Et à la nuit tomber on y voit plus que rien. 
 Sinon Le feu d’artifice est magnifique, les attractions sont top, beaucoup de sensations… ce qui reste l’essentiel."
586,06/01/2024,Avocat,Avec des ados,5,Oui,"Nous avons passé 2 jours et 2 nuits sur le parc et aux 3 hiboux, tout le monde au petits soins, de l’accueil au serveur resto comme les vigiles au contrôle…. Attractions au top et ambiance gauloise hivernale super!"
588,06/01/2024,Avocat,Avec des ados,4,Oui,tout etait parfait nous avons passé une bonne journée
589,06/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Parc magnifique pour les petits comme pour les grands, nous sommes immédiatement immergés dans l’univers de la BD. Il y’a des attractions et spectacles pour tout les goûts. A chaque fois que l’on vient en famille nous passons une très bonne journée."
591,06/01/2024,Avocat,En couple,5,Oui,"Le parc est toujours aussi accueillant et chaleureux, en ces temps de froid, tout est mis en œuvre pour s’y sentir au chaud. Les spectacles proposés sont diversifiés tout au long de l’année. Seul petit bémol que je trouve personnellement dommage, c’est les horaire d’ouverture et de fermeture. En période d’été vous pourrez profiter du parc plus longtemps, le matin comme le soir. Sinon toujours au top! 😁"
592,06/01/2024,Avocat,Avec des ados,5,Oui,"L ambiance de Noël au parc Astérix était magique . 
Je conseille vraiment d y aller à cet période entre les illuminations et le feu d artifice et les attractions le soir . 
Le village était sous le thème de Noël et c était ferrique . 
Très bonne journée"
595,06/01/2024,Avocat,Avec des ados,4,Oui,"Une belle journée en famille avec une parade de Noël et un beau spectacle de cirque. Toutefois, les personnes aux attractions sont pressantes et crient sur les guests pour entrer et sortir des manèges, ça m'a fortement dérangé. Dommage"
596,06/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Après 3 années de pass Disneyland et la grosse déception y a 1 an, nous avons pris le saison pass gaulois et y a pas photo. 
Les attractions, les files d'attente et le personnel du parc super sympathique (pas comme chez la souris). 
On se sent a la maison. 
Ne pas hésiter de faire une nuit aux hôtels et le banquet gaulois 
Seuls points négatifs, les fumeurs et vapoteurs hors des zones dédiées et les gens qui ne respectent pas les WC"
597,06/01/2024,Avocat,En couple,5,Oui,Nous avons passé une agréable journée au parc Astérix ! Nous y sommes allés le 31 décembre et nous avons été surpris du peu d’attente pour chaque attraction. Nous avons fini l’année en beauté 🥳 Nous avons adoré les spectacles qui étaient très beaux et qui ont animé petits et grands 😍 J’y retournerai sans hésiter !!
599,06/01/2024,Avocat,En couple,5,Oui,"Parc très agréable, manèges à sensations certains spectaculaires. Adrénaline...,spectacle, feu d'artifice . Nous étions logés dans l'hôtel la cité suspendue, belle chambre avec 3 enfants et bon buffet (surtout le petit déjeuner, le repas du soir pour la viande à revoir). 
Nous avons fait des photos avec asterix et obélix dans leur village. 
On y retournera, c'est sûr !"
600,06/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Nou sommes ravis de notre expérience au sein du parc Astérix .
601,06/01/2024,Avocat,En couple,4,Oui,"Excellent parc , on ne se lasse jamais d'y aller . On reprend un pass cette année. 3eme.annee consécutive"
602,06/01/2024,Avocat,Avec des ados,5,Oui,J'adore venir au Parc Astérix pour les décors et les attractions
603,05/01/2024,Avocat,Avec des ados,5,Oui,Très bon moment passé en famille malgré la pluie.
605,05/01/2024,Avocat,Avec des ados,5,Oui,Encore une super journée passée au sein de votre parc.
607,05/01/2024,Avocat,Avec des ados,4,Oui,"Nous avons séjourné dans un hôtel du parc ...nous bénéficions , grâce à cela, d'une demie heure d'ouverture avant le grand public...et bien les 3 jours les attractions ont été ouvertes en même temps que le public"
608,05/01/2024,Neutre,Avec des ados,3,Non,"A éviter pour les gros. 
 
Boutique peu diversifiée : souvent la même chose. (Pas d'objet pour les chats/chiens) 
 
Mais, sensations fortes garanties. Attention à Toutatis qui vous fait littéralement décoller de votre siège !"
610,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Une ambiance toujours agréable sur le parc, qui met en valeur l’univers d’Asterix et le bien-être des visiteurs. Des attractions à sensations fortes de haut niveau, d’autres pour les enfants très sympa et des super boutiques."
612,05/01/2024,Avocat,Avec des ados,5,Oui,3 belles journées malgré la pluie. Les braséros étaient les bienvenus
613,05/01/2024,Avocat,Avec des ados,4,Oui,Très bon parc
614,05/01/2024,Avocat,Entre amis,5,Oui,"TOUTATIS GENIAL 
PARCOURS ILLUMUNE SUPERBE 
MERCI"
616,05/01/2024,Avocat,Avec des ados,5,Oui,"Hormis le temps pluvieux, la journée au parc c'est bien déroulé, peu d'attente au attractions et personnels accueillants. 
Seul bémol, c'est une seule sandwicherie ouverte, qui n'est pas indiquée sur les autres, se qui nous forcés à la chercher car nous avions pris des pass sandwichs et elle n'était pas écrite dessus, eonc impossible savoir si l'on pouvait si restaurer. 
Un employé nous à indiqué la possibilité de faire avec celle-ci,mais le personnel sur place n'était pas informé, il a fallu presque négocier. 
Manque d'hygiène dans les sanitaires, passage du personnel pour nettoyer pas assez fréquent."
618,05/01/2024,Avocat,Entre amis,4,Oui,Comme toujours beaucoup trop de temp d'attente pour accéder à une attraction .
619,05/01/2024,Avocat,Avec des ados,4,Oui,"c'est vraiment super comme expérience c'est quelque chose que l'on ne risque pas d'oublie d'aussi tôt, c'est dommage que les queues soient aussi longue c'est limite monstrueux sinon rien a redire."
620,05/01/2024,Avocat,Avec des ados,4,Oui,L'information des différents packs photos ne sont disponibles sur le site et pas assez visibles à certaines attractions.
622,05/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Belle expérience pour les enfants. Malgré une journée bien pluvieuse qui ne nous a pas permis de profiter de tout le parc. 
Point d'amélioration: la clareté des fléchages pour les attractions (trop nombreuses mais incomplètes). 
Super les braseros dans le parc! 
Spectacles de qualité! (cirque,...). A revoir au soleil!"
623,05/01/2024,Avocat,Avec des ados,4,Oui,Le logement à l hôtel 3 hiboux était top et le restaurant de très bonne qualité et très propre.
624,05/01/2024,Avocat,Entre amis,4,Oui,"1ere expérience un peu gâché à cause de la pluie mais sinon dans l'ensemble c'était cool, je retenterai cet été. 
Par contre si vous êtes grands comme moi (1m90), vous aurez beaucoup de mal à rentrer dans certaines attractions. Seul bémol."
625,05/01/2024,Avocat,Entre amis,5,Oui,L'utilisation des Filotomatix est très pratique.
626,05/01/2024,Avocat,Avec des ados,5,Oui,Parc ayant une offre de divertissement varié et qui permet de s'amuser quelque soit le temps et pour tout âge! Les propositions d'activités saisonnière sont merveilleuses tel le Noël gaulois par exemple! Le personnel est aimable et disponible !
627,05/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Le parc pour la saison de Noël est vraiment sympa niveau décoration, plein de sapins avec des lumières, des guirlandes, etc. 
 
En revanche niveau attraction, toujours plus de nouvelles à sensation forte (que j'aime beaucoup comme Toutatis), mais il faudrait aussi penser aux enfants et personnes âgées qui n'ont pas grand-chose à faire. Les seules attractions calmes (Epidemais et Elis) étant en totale dépravation ou vident au choix. 
 
Enfin le parc semble commencer à détruire la zone fête foraine et Route N7 ce qui est une bonne chose, mais il faudrait aussi détruire les rues de Paris et Moyen Age. Ces trois-là ne sont en rien thématisées Astérix mais plutôt fête foraine et elles sont en plus une vraie perte de place vu la pauvreté en attraction."
628,05/01/2024,Neutre,Avec des ados,3,Oui,"Parc très agréable avec des attractions à couper le souffle 
Toutatis, Osiris, Tonnerre de Zeus t etc etc 
nous avons passé 2 jours merveilleux en famille avec en plus un hôtel au top à tous niveaux (les trois Hiboux)"
629,05/01/2024,Neutre,Entre amis,3,Oui,"Bonjour 
Nous étions 12 chacun avec des pass illimités 
Hors il s'avère que deux personnes mesurant 1m90 et avec une carrure n ont pu faire aucune attractions à sensation 
Nous avons donc investi dans des places qui n'ont pas pu bénéficier à tous"
630,05/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Super séjour pour le nouvel an au parc ! 
A recommander en cette période où l’affluence est moins élevé."
632,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,Une très belle expérience. Parc avec des attractions pour tout les âges . Une immersion dans le monde d Astérix et obelix. Nous reviendrons très vite .
634,05/01/2024,Opposant,En couple,2,Non,"Malheureusement je n’ai pu faire que deux attractions, car il y avait trop de monde… j’ai payé 118€ pour deux places donc je suis extrêmement déçue… après la nouvelle attraction est bien mais une attente a en crever."
635,05/01/2024,Avocat,Avec des ados,4,Oui,Très bien
636,05/01/2024,Avocat,Avec des ados,4,Oui,"Le Parc Astérix est une expérience formidable à tous âges: la taille du parc, la diversité des attractions et spectacles, les services proposés, la restauration variée, et en prime une application mobile très efficace! Tout est fait fait pour passer un moment inoubliable quelle que soit la météo et la fréquentation !"
637,05/01/2024,Avocat,Avec des ados,4,Oui,"Très beau parc. 
 
 Tonnerre 2 zeus est une attraction super avec beaucoup de sensations surtout la grande descente."
638,05/01/2024,Avocat,Avec des ados,5,Oui,"Les attractions sont géniales cependant il manque des attractions d'intérieur car nous étions 2 jours sur le parc et le deuxième jour il a plu toute la journée sans arrêt, à l'hôtel même pas de distribution de ponchos... pourquoi un village médiéval? À la place un village romain aurait été top..."
639,05/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Beau parc avec les décors de Noël et illuminations qui sont magnifiques. 
Avec des attractions pour les petits comme pour les grands ;)"
640,05/01/2024,Avocat,Avec des ados,5,Oui,"Très bonne expérience au parc Astérix. L’hôtel la cité suspendue était très agréable. 
A recommander sans problème."
642,05/01/2024,Avocat,Entre amis,5,Oui,"Superbes attractions avec des sensations fortes !! Très beaux parc avec un magnifique décor de Noël. 
Point à améliorer : amabilité du personnel…"
643,05/01/2024,Avocat,Avec des ados,5,Oui,très bien
646,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Séjour 1 nuit avec 2 journées au parc! Nous étions 5, 2 adultes et 3 enfants de 5 à 12 ans, nous avons TOUT aimé! L'hôtel est très agréable, la qualité des repas au top!! 
Dans le parc, notre fille de 5 ans ne pouvant pas tout faire (moins de 1m10) nous avons pu quand même pu profiter pleinement de tout grâce au baby switch ainsi que des attractions adaptées proche des fortes sensations, ce qui a permis de se séparer peu de temps pour que tout le monde soit content! 
2ème journée pluvieuse... on a adoré car peu de monde et toutes les attractions ouvertes donc pas d'attente!"
647,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Super expérience en famille, nous reviendrons très vite !"
650,05/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Tres sympa malgré la pluie. 
Les décorations de Noel donne une ambiance festive. 
Toutatis est une super nouvelle atraction."
651,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Nous avons passé une journée au parc sous une pluie qui a duré jusqu'au soir. Mais cela n'a rien enlevé au plaisir qu'on a pu avoir! Des cabines de séchages ont été nos meilleures amies et nous ont permis de repartir de bon coeur. (malgré un prix un peu élevé - 3€). 
Des braseros ont été mis en place à plusieurs endroits du parc pour se réchauffer. 
Ambiance géniale entre visiteurs malgré le temps , tous dans la même galère et très peu nombreux du coup!"
652,05/01/2024,Avocat,Avec des jeunes enfants,4,Oui,"Journée magique partagée en famille avec mes deux enfants de 7 et 5 ans . La magie de Noël était bien présente, l’application nous a permis de faire les attractions en fonction du temps d’attente . 
Petit bémol , les poubelles qui débordent dès 11h45 du matin et le manque d’explications avant de commencer l’attraction surtout le défi de César ; on rentre dans une pièce sans savoir l’histoire à laquelle on va assister . Dommage."
653,05/01/2024,Avocat,Entre amis,4,Oui,Très bon séjour au quai de lutèce qui pars son charme plonge directement dans l ambiance gauloise ! Le parc est vraiment sympa est accessible sans chichi. Petit bémol sur les tarifs appliqués même pour un simple repas.
654,05/01/2024,Avocat,Avec des ados,5,Oui,"En ayant un pass saison, c'est intéressant de connaître le parc de nouveaux de jours en jours ,merci le parc asterix, à très bientôt en avril."
655,05/01/2024,Avocat,Avec des ados,4,Oui,"nous avons juste été déçu par l'accueil et le manque de tact / d'organisation au niveau de certaines attractions : on a senti de la ""panique"" par les jeunes gens qui nous accueillaient 
il aurait juste fallu qu'ils s'expriment plus concrètement : c'est a dire ""à gauche / a droite, 1ère voiture"" ... plutot que ""la"" sans rien de plus et surtout sans nous crier dessus 
 on comprends qu'il y a de l'attente mais arrivé et se faire crier dessus pour qu'on s'installe en 2 seconde ce n'est pas agréable"
656,05/01/2024,Avocat,Avec des jeunes enfants,4,Oui,Venue pour le Noël gaulois . Très enchanté. Parade bien . Enfant ravi et émerveillé.
657,05/01/2024,Avocat,Entre amis,5,Oui,"pour les gens qui aiment les sensations fortes c'est le meilleur parc de France, mes filles et moi adorons aller à Astérix"
658,05/01/2024,Neutre,Avec des jeunes enfants,3,Oui,"Nous avons offert notre séjour au parc asterix à notre fille (10 ans) pour Noël. Hors, il y avait tellement de monde que nous n'avons pu faire que 4 attractions sur la journée. De nombreuses attractions fermées alors que nous étions dans la file d'attente depuis plus d'une heure déjà. 
En début de journée il n y en avait déjà plus de pass disponibles. Nous avons franchement été déçu de notre passage et surtout pour nos enfants qui se faisaient une joie de venir. 
Concernant la restauration nous avions les tickets avec l'hôtel, nous avons du attendre 15h pour manger car impossible d'approcher avant, même notre bébé de 16 mois n'a pu etre au chaud pour manger qu'à ce moment là. Les WC pour changer bébé étaient dans un état médiocre. 
Nous avons été déçu, c'était le 30 décembre 2023"
659,05/01/2024,Avocat,Avec des jeunes enfants,5,Oui,"Magique 
Hôtel parfait pour être dans l’ambiance et 
Qualitatif 
Les attractions sont également parfaites pour les enfants des 5/6 ans"
